,_id,conversation_id,datetime,message,user_id,chat_id
130,5e51aae5626892ebcf7ea057,130,26-6-19 17:08,Pero escribir me ayuda a ordenar mis ideas,0,53
131,5e51aae5626892ebcf7ea058,131,26-6-19 17:08,Esto es muy verdad,5,53
132,5e51aae5626892ebcf7ea059,132,26-6-19 17:08,"Vamos q ya te di mi opinión, parecía q tenías el manual de rupturas",5,53
133,5e51aae5626892ebcf7ea05a,133,26-6-19 17:08,Si pero no es 100% bueno ser asi,0,53
134,5e51aae5626892ebcf7ea05b,134,26-6-19 17:09,Es una manera de autoprotegerse y enterrar los sentimientos,0,53
135,5e51aae5626892ebcf7ea05c,135,26-6-19 17:09,Los cuales luego van saliendo poco a poco,0,53
136,5e51aae5626892ebcf7ea05d,136,26-6-19 17:09,el que no sabe qué hacer y depende 100% de lo que le digan los demás que además no hace caso y la caga,0,53
137,5e51aae5626892ebcf7ea05e,137,26-6-19 17:14,Yo creo que hay una parte fuerte de ti que odia que le digan lo que no quiere oir,5,53
138,5e51aae5626892ebcf7ea05f,138,26-6-19 17:15,"A todos nos pasa en parte, dicho sea de paso",5,53
139,5e51aae5626892ebcf7ea060,139,26-6-19 17:15,Tampoco se me ha dicho nada que no quiera oír,0,53
140,5e51aae5626892ebcf7ea061,140,26-6-19 17:15,Que recuerde,0,53
141,5e51aae5626892ebcf7ea062,141,26-6-19 17:15,Yo creo q sí,5,53
142,5e51aae5626892ebcf7ea063,142,26-6-19 17:15,El que?,0,53
143,5e51aae5626892ebcf7ea064,143,26-6-19 17:15,"Por ejemplo, cuando confesaste que quedaste con Ana",5,53
144,5e51aae5626892ebcf7ea065,144,26-6-19 17:16,No me arrepiento de haberlo hecho,0,53
145,5e51aae5626892ebcf7ea066,145,26-6-19 17:16,Yo creo que dejaste claro q no querías escuchar que era un error o al menos no profundizar en ello,5,53
146,5e51aae5626892ebcf7ea067,146,26-6-19 17:16,Por qué ha de ser un error?,0,53
147,5e51aae5626892ebcf7ea068,147,26-6-19 17:16,Y recuerdo q luego hablaron otros en plan pero tiiiiiratela machooote,5,53
148,5e51aae5626892ebcf7ea069,148,26-6-19 17:17,Y tu reaccion fue en plan pooooor fiiiin alguien q me entiende,5,53
149,5e51aae5626892ebcf7ea06a,149,26-6-19 17:17,Me la hubiera tirado iba más perro que niebla XD,0,53
150,5e51aae5626892ebcf7ea06b,150,26-6-19 17:17,"Pero ella estaba mal, se le notaba.",0,53
151,5e51aae5626892ebcf7ea06c,151,26-6-19 17:17,En cualquier caso no fue un error quedar con ella,0,53
152,5e51aae5626892ebcf7ea06d,152,26-6-19 17:17,Tuvimos conversaciones en frío que me ayudaron a seguir adelante,0,53
153,5e51aae5626892ebcf7ea06e,153,26-6-19 17:18,"No sé, creo que te sentías más cómodo en quien se lo tomó como una gracia y hacía coñas con que te la tiraras y tal a que te dijeran, tío, eso no está bien",5,53
154,5e51aae5626892ebcf7ea06f,154,26-6-19 17:19,No me sentía bien con que se me dijera que no está bien que quedara con ella porque fue una decisión personal meditada y tomada fríamente de la que meses después no me arrepiento,0,53
155,5e51aae5626892ebcf7ea070,155,26-6-19 17:19,"Porque además recuerdo q por el contrario conmigo fuiste muy cortante, en plan, vale tío, ya está, ya me has dicho tu opinión y la tengo en cuenta, pero es mi decisión, déjame darme la hostia",5,53
156,5e51aae5626892ebcf7ea071,156,26-6-19 17:19,😂🤣☺🤣,1,53
157,5e51aae5626892ebcf7ea072,157,26-6-19 17:19,Pero jorgeeee q ya esta eku dando por ass,2,53
158,5e51aae5626892ebcf7ea073,158,26-6-19 17:19,No entres no entres,2,53
159,5e51aae6626892ebcf7ea074,159,26-6-19 17:19,Es como regalarle a juan una bolsa de monsanto,2,53
160,5e51aae6626892ebcf7ea075,160,26-6-19 17:19,Pero hijo de puta si solo trato de ayudar,5,53
161,5e51aae6626892ebcf7ea076,161,26-6-19 17:20,No se te ocurra soltar otro sermón neocatólicoapostólico que caeré sobre ti con toda la fuerza,5,53
162,5e51aae6626892ebcf7ea077,162,26-6-19 17:20,<Multimedia omitido>,2,53
163,5e51aae6626892ebcf7ea078,163,26-6-19 17:20,"Y lo sigo pensando. Agradezco los consejos pero eso de que no debía quedar con ella, pues no estaba ni estoy de acuerdo",0,53
164,5e51aae6626892ebcf7ea079,164,26-6-19 17:20,Jajajja y otro que entra como recuero a monsanto,2,53
165,5e51aae6626892ebcf7ea07a,165,26-6-19 17:21,"Y fui cortante porque con algunas cosas no se debe debatir. Yo puedo escuchar tu opinión y la tengo en cuenta pero en asuntos tan tan personales no doy lugar a debate, es mi decisión y no",0,53
166,5e51aae6626892ebcf7ea07b,166,26-6-19 17:21,ahora mismo estoy haciendo caca y me estaba asfixiando con el olor de mi propia mierda. Pues aunque yo habitual,1,53
167,5e51aae6626892ebcf7ea07c,167,26-6-19 17:22,Eso no significa que no agradezca comentarios y no los tenga en cuenta,0,53
168,5e51aae6626892ebcf7ea07d,168,26-6-19 17:23,😂🤣😂,1,53
169,5e51aae6626892ebcf7ea07e,169,26-6-19 17:24,Que bien te explicas hostia. Da gusto leerte,1,53
170,5e51aae6626892ebcf7ea07f,170,26-6-19 17:24,"Yo creí q no debías hacerlo, mínimo porque sabía q la querías y creo que coincidíamos en que mínimo a ella le iba a hacer daño.",5,53
171,5e51aae6626892ebcf7ea080,171,26-6-19 17:24,"Por eso opinaba eso, y creí q las circunstancias te cegaban (el dolor)",5,53
172,5e51aae6626892ebcf7ea081,172,26-6-19 17:25,"Si ahora lo sigues viendo acertado, seguramente me equivocaría",5,53
173,5e51aae6626892ebcf7ea082,173,26-6-19 17:25,Tmp es eso isma,2,53
174,5e51aae6626892ebcf7ea083,174,26-6-19 17:25,Tu diste tu buena opinion a tu mejor entender de gran amigo,2,53
175,5e51aae6626892ebcf7ea084,175,26-6-19 17:26,"Sin mas, no hagais bola",2,53
176,5e51aae6626892ebcf7ea085,176,26-6-19 17:26,Ismael eres un rayao rayador de otras personas,1,53
177,5e51aae6626892ebcf7ea086,177,26-6-19 17:26,Correcto. Y esto lo agradezco siempre. Pero hay cosas que no deben ser sometidas a debate.,0,53
178,5e51aae6626892ebcf7ea087,178,26-6-19 17:26,Esto es a lo que me refería en el inicio de mi intervención. Lo cual respeto. Pero creo que coincidimos en que esa parte de ti existe,5,53
179,5e51aae6626892ebcf7ea088,179,26-6-19 17:26,"Entonces yo escuchar y tener en cuenta opiniones si, siempre. Más viniendo de buenos amigos. Pero debatir sobre ellas cuando estoy seguro, no. Y más siendo taaan personales.",0,53
180,5e51aae6626892ebcf7ea089,180,26-6-19 17:27,<Multimedia omitido>,2,53
181,5e51aae6626892ebcf7ea08a,181,26-6-19 17:27,"Quiero decir q si en frío lo vio acertado, me equivoqué en el hecho de pensar que lo hacía por estar en caliente",5,53
182,5e51aae6626892ebcf7ea08b,182,26-6-19 17:27,<Multimedia omitido>,2,53
183,5e51aae6626892ebcf7ea08c,183,26-6-19 17:28,Os presento a FRANCHINO un jodido personaje del que dejemos aprender todo loq ue se pueda,2,53
184,5e51aae6626892ebcf7ea08d,184,26-6-19 17:28,Tiene pinta jodido tarado de la prensa rosa italiana,2,53
185,5e51aae6626892ebcf7ea08e,185,26-6-19 17:28,Este rayao tb te rayaba a ti cuando necesitaste ayuda. Never again,5,53
186,5e51aae6626892ebcf7ea08f,186,26-6-19 17:28,<Multimedia omitido>,2,53
187,5e51aae6626892ebcf7ea090,187,26-6-19 17:28,Ismael eres un hater de haters. Never hate again,2,53
188,5e51aae6626892ebcf7ea091,188,26-6-19 17:30,"Me jode q me diga eso un tipo del cual me comí su llanto día sí día también durante meses, lo q pasa q ahora es feliz y no se acuerda 😂",5,53
189,5e51aae6626892ebcf7ea092,189,26-6-19 17:31,Pero que es que le estás dando vueltas a algo que Jorge no ha empezado ni a debatir y luego sacas el tema de quedar con Ana y luego le dices que si tiene un Jorge interior que es un poco de no se,1,53
190,5e51aae6626892ebcf7ea093,190,26-6-19 17:31,<Multimedia omitido>,0,53
191,5e51aae6626892ebcf7ea094,191,26-6-19 17:32,Y te lo agradezco y es de muy buen amigo pero ahora te has empezado a ir por las ramas,1,53
192,5e51aae6626892ebcf7ea095,192,26-6-19 17:32,"me parto la polla con este audio, cambiando de tema",0,53
193,5e51aae6626892ebcf7ea096,193,26-6-19 17:32,"La conversación ha desembocado en eso, no le he soltado eso de repente",5,53
194,5e51aae6626892ebcf7ea097,194,26-6-19 17:32,"Si no, mira hacia atrás",5,53
195,5e51aae6626892ebcf7ea098,195,26-6-19 17:33,Y estoo??😳,1,53
196,5e51aae6626892ebcf7ea099,196,26-6-19 17:33,un audio que pasan por telegram a veces,0,53
197,5e51aae6626892ebcf7ea09a,197,26-6-19 17:33,jajajaj,0,53
198,5e51aae6626892ebcf7ea09b,198,26-6-19 17:34,Bueno lo que tú digas Ismael,1,53
199,5e51aae6626892ebcf7ea09c,199,26-6-19 17:34,Pa ti la perra gorda,1,53
200,5e51aae6626892ebcf7ea09d,200,26-6-19 17:34,Bueno lo que tú digas Ivan,2,53
201,5e51aae6626892ebcf7ea09e,201,26-6-19 17:34,Pa ti la perra gorda,2,53
202,5e51aae6626892ebcf7ea09f,202,26-6-19 17:34,🤙🏻,5,53
203,5e51aae6626892ebcf7ea0a0,203,26-6-19 17:34,no peleéis muchachos,0,53
204,5e51aae6626892ebcf7ea0a1,204,26-6-19 17:34,acaso os va a acercar a la mejor versión de vosotros mismos?,0,53
205,5e51aae6626892ebcf7ea0a2,205,26-6-19 17:35,Las que lías Jorge,1,53
206,5e51aae6626892ebcf7ea0a3,206,26-6-19 17:35,XD,1,53
207,5e51aae6626892ebcf7ea0a4,207,26-6-19 17:35,Es acaso usted mingutus el sabio?,2,53
208,5e51aae6626892ebcf7ea0a5,208,26-6-19 17:36,"Dé la bienvenida a Mingutus el Sabio. Mingutus era un joven que vivía una vida supuestamente feliz, pero un encontronazo le hizo bajar a los infiernos, donde se enfrentó a lo banal y carna",0,53
209,5e51aae6626892ebcf7ea0a6,209,26-6-19 17:37,Demonios! Demonios! Demonios!,2,53
210,5e51aae6626892ebcf7ea0a7,210,26-6-19 17:37,Yuuujuuuuuu,2,53
211,5e51aae6626892ebcf7ea0a8,211,26-6-19 17:37,<Multimedia omitido>,2,53
212,5e51aae6626892ebcf7ea0a9,212,26-6-19 17:37,🤣😂🤣😂,1,53
213,5e51aae6626892ebcf7ea0aa,213,26-6-19 17:38,"reggae, merengue, bachata, rock y cuarteto a",0,53
214,5e51aae6626892ebcf7ea0ab,214,26-6-19 17:42,Asi es patronnnn,2,53
215,5e51aae6626892ebcf7ea0ac,215,26-6-19 17:43,os recomiendo esta bella cancion,0,53
216,5e51aae6626892ebcf7ea0ad,216,26-6-19 17:43,Lo unico q el no entona. Solo habla/canta con el mismo tono de locutor de radio maria,2,53
217,5e51aae6626892ebcf7ea0ae,217,26-6-19 17:43,cuarteto cordobes,0,53
218,5e51aae6626892ebcf7ea0af,218,26-6-19 17:43,//www.youtube.com/watch?v=JVv08IZVMEg,0,53
219,5e51aae6626892ebcf7ea0b0,219,26-6-19 17:43,"no es de broma como yayo, pero da felicidad",0,53
220,5e51aae6626892ebcf7ea0b1,220,26-6-19 17:43,tengo que ir empapandome del genero,0,53
221,5e51aae6626892ebcf7ea0b2,221,26-6-19 17:43,porque pronto crearemos la cancion de ivan,0,53
222,5e51aae6626892ebcf7ea0b3,222,26-6-19 17:43,o de picolo,0,53
223,5e51aae6626892ebcf7ea0b4,223,26-6-19 17:43,o de chemita,0,53
224,5e51aae6626892ebcf7ea0b5,224,26-6-19 17:44,Ufff,2,53
225,5e51aae6626892ebcf7ea0b6,225,26-6-19 17:44,Creo q nuestros esfuerzos ahora deberian ser hacia el canal de youtube,2,53
226,5e51aae6626892ebcf7ea0b7,226,26-6-19 18:38,<Multimedia omitido>,5,53
227,5e51aae6626892ebcf7ea0b8,227,26-6-19 18:42,<Multimedia omitido>,4,53
228,5e51aae6626892ebcf7ea0b9,228,26-6-19 18:59,//www.libertaddigital.com/ciencia-tecnologia/internet/2019-06-26/publican-un-video-que-revela-los-planes-de-google-para-que-trump-no-revalide-su-victoria-en-2020-1276640974/,2,53
229,5e51aae6626892ebcf7ea0ba,229,26-6-19 19:59,Mundial mixto,2,53
230,5e51aae6626892ebcf7ea0bb,230,26-6-19 19:59,Carreras de relevos mixtas,2,53
231,5e51aae6626892ebcf7ea0bc,231,26-6-19 19:59,Pero q mierda es esta?,2,53
232,5e51aae6626892ebcf7ea0bd,232,26-6-19 20:04,Y a escuchar hardcore,7,53
233,5e51aae6626892ebcf7ea0be,233,26-6-19 20:04,Joder que putas ganas de festival.,7,53
234,5e51aae6626892ebcf7ea0bf,234,26-6-19 20:05,No,0,53
235,5e51aae6626892ebcf7ea0c0,235,26-6-19 20:05,Que si😂😂,7,53
236,5e51aae6626892ebcf7ea0c1,236,26-6-19 20:05,<Multimedia omitido>,6,53
237,5e51aae6626892ebcf7ea0c2,237,26-6-19 20:05,Ahora en serio un día tenemos que quedar que quiero hacer una canción y no se como,7,53
238,5e51aae6626892ebcf7ea0c3,238,26-6-19 20:05,Necesito ayuda,7,53
239,5e51aae6626892ebcf7ea0c4,239,26-6-19 20:06,No cantar... producir y necesito algún consejo,7,53
240,5e51aae6626892ebcf7ea0c5,240,26-6-19 20:07,Ok yo te puedo indicar el camino,0,53
241,5e51aae6626892ebcf7ea0c6,241,26-6-19 20:07,Pero aviso es muy complejo,0,53
242,5e51aae6626892ebcf7ea0c7,242,26-6-19 20:08,"No importa, soy muy cabezon.",7,53
243,5e51aae6626892ebcf7ea0c8,243,26-6-19 20:08,Porque la verdad que tengo menos oído que la hostia,7,53
